Key,scientificName,commonName
rindov,Streptopelia capicola,Ring-necked Dove
spodov,Streptopelia chinensis,Spotted Dove
eucdov,Streptopelia decaocto,Eurasian Collared-Dove
afmdov1,Streptopelia decipiens,Mourning Collared-Dove
phicod1,Streptopelia dusumieri,Philippine Collared-Dove
adtdov1,Streptopelia hypopyrrha,Adamawa Turtle-Dove
dutdov1,Streptopelia lugens,Dusky Turtle-Dove
ortdov,Streptopelia orientalis,Oriental Turtle-Dove
matdov1,Streptopelia picturata,Malagasy Turtle-Dove
wwcdov1,Streptopelia reichenowi,White-winged Collared-Dove
afcdov1,Streptopelia roseogrisea,African Collared-Dove
reedov1,Streptopelia semitorquata,Red-eyed Dove
laudov1,Streptopelia senegalensis,Laughing Dove
recdov1,Streptopelia tranquebarica,Red Collared-Dove
eutdov,Streptopelia turtur,European Turtle-Dove
vindov1,Streptopelia vinacea,Vinaceous Dove
bisswi1,Streptoprocne biscutata,Biscutate Swift
tepswi1,Streptoprocne phelpsi,Tepui Swift
chcswi1,Streptoprocne rutila,Chestnut-collared Swift
whnswi1,Streptoprocne semicollaris,White-naped Swift
whcswi,Streptoprocne zonaris,White-collared Swift
bouhon1,Stresemannia bougainvillei,Bougainville Honeyeater
kakapo2,Strigops habroptila,Kakapo
tawowl1,Strix aluco,Tawny Owl
omaowl1,Strix butleri,Omani Owl
chaowl1,Strix chacoensis,Chaco Owl
pedowl1,Strix davidi,Pere David's Owl
fulowl1,Strix fulvescens,Fulvous Owl
humowl1,Strix hadorami,Desert Owl
rubowl2,Strix hylophila,Rusty-barred Owl
brwowl1,Strix leptogrammica,Brown Wood-Owl
tawowl3,Strix mauritanica,Maghreb Owl
grgowl,Strix nebulosa,Great Gray Owl
himowl1,Strix nivicolum,Himalayan Owl
spoowl,Strix occidentalis,Spotted Owl
mowowl1,Strix ocellata,Mottled Wood-Owl
rulowl1,Strix rufipes,Rufous-legged Owl
barowl13,Strix sartorii,Cinereous Owl
spwowl1,Strix seloputo,Spotted Wood-Owl
uraowl1,Strix uralensis,Ural Owl
brdowl,Strix varia,Barred Owl
afwowl1,Strix woodfordii,African Wood-Owl
apostl1,Struthidea cinerea,Apostlebird
ostric2,Struthio camelus,Common Ostrich
ostric3,Struthio molybdophanes,Somali Ostrich
easmea,Sturnella magna,Eastern Meadowlark
wesmea,Sturnella neglecta,Western Meadowlark
malsta1,Sturnia blythii,Malabar Starling
whhsta2,Sturnia erythropygia,White-headed Starling
chtsta2,Sturnia malabarica,Chestnut-tailed Starling
brasta1,Sturnia pagodarum,Brahminy Starling
whssta2,Sturnia sinensis,White-shouldered Starling
whfsta2,Sturnornis albofrontatus,White-faced Starling
sposta1,Sturnus unicolor,Spotless Starling
eursta,Sturnus vulgaris,European Starling
nosfly1,Sublegatus arenarum,Northern Scrub-Flycatcher
sosfly1,Sublegatus modestus,Southern Scrub-Flycatcher
amsfly1,Sublegatus obscurior,Amazonian Scrub-Flycatcher
blahon1,Sugomel nigrum,Black Honeyeater
suifly1,Suiriri suiriri,Suiriri Flycatcher
masboo,Sula dactylatra,Masked Booby
nazboo1,Sula granti,Nazca Booby
brnboo,Sula leucogaster,Brown Booby
bfoboo,Sula nebouxii,Blue-footed Booby
refboo,Sula sula,Red-footed Booby
perboo1,Sula variegata,Peruvian Booby
nohowl,Surnia ulula,Northern Hawk Owl
asidrc2,Surniculus dicruroides,Fork-tailed Drongo-Cuckoo
asidrc3,Surniculus lugubris,Square-tailed Drongo-Cuckoo
asidrc4,Surniculus musschenbroeki,Moluccan Drongo-Cuckoo
phidrc1,Surniculus velutinus,Philippine Drongo-Cuckoo
fulpar1,Suthora fulvifrons,Fulvous Parrotbill
bltpar1,Suthora nipalensis,Black-throated Parrotbill
golpar2,Suthora verreauxi,Golden Parrotbill
swyrob1,Swynnertonia swynnertoni,Swynnerton's Robin
afhbab1,Sylvia abyssinica,African Hill Babbler
blackc1,Sylvia atricapilla,Eurasian Blackcap
afhbab3,Sylvia atriceps,Rwenzori Hill Babbler
garwar1,Sylvia borin,Garden Warbler
subwar1,Sylvia cantillans,Subalpine Warbler
dohthb1,Sylvia dohrni,Dohrn's Thrush-Babbler
abycat1,Sylvia galinieri,Abyssinian Catbird
busbla1,Sylvia nigricapillus,Bush Blackcap
norcro1,Sylvietta brachyura,Northern Crombec
lebcro1,Sylvietta denti,Lemon-bellied Crombec
somcro1,Sylvietta isabellina,Somali Crombec
whbcro2,Sylvietta leucophrys,White-browed Crombec
shbcro1,Sylvietta philippae,Short-billed Crombec
capcro1,Sylvietta rufescens,Cape Crombec
reccro1,Sylvietta ruficapilla,Red-capped Crombec
grecro1,Sylvietta virens,Green Crombec
refcro1,Sylvietta whytii,Red-faced Crombec
demwir1,Sylviorthorhynchus desmursii,Des Murs's Wiretail
tatspi1,Sylviorthorhynchus yanacensis,Tawny Tit-Spinetail
yebtit3,Sylviparus modestus,Yellow-browed Tit
moukin1,Syma megarhyncha,Mountain Kingfisher
yebkin1,Syma torotoro,Yellow-billed Kingfisher
blamon1,Symposiachrus axillaris,Fan-tailed Monarch
bawmon1,Symposiachrus barbatus,Black-and-white Monarch
blcmon1,Symposiachrus boanensis,Black-chinned Monarch
biamon1,Symposiachrus brehmii,Biak Monarch
kulmon1,Symposiachrus browni,Kolombangara Monarch
whtmon2,Symposiachrus everetti,White-tipped Monarch
spwmon1,Symposiachrus guttula,Spot-winged Monarch
manmon1,Symposiachrus infelix,Manus Monarch
blbmon1,Symposiachrus julianae,Kofiau Monarch
whtmon1,Symposiachrus leucurus,White-tailed Monarch
bltmon2,Symposiachrus loricatus,Black-tipped Monarch
hoomon1,Symposiachrus manadensis,Hooded Monarch
whbmon1,Symposiachrus menckei,White-breasted Monarch
blbmon2,Symposiachrus mundus,Black-bibbed Monarch
rufmon1,Symposiachrus rubiensis,Rufous Monarch
flomon1,Symposiachrus sacerdotum,Flores Monarch
spemon1,Symposiachrus trivirgatus,Spectacled Monarch
bltmon1,Symposiachrus verticalis,Black-tailed Monarch
whcmon2,Symposiachrus vidua,White-collared Monarch
pabspi1,Synallaxis albescens,Pale-breasted Spinetail
dabspi1,Synallaxis albigularis,Dark-breasted Spinetail
whlspi1,Synallaxis albilora,White-lored Spinetail
azaspi1,Synallaxis azarae,Azara's Spinetail
riospi1,Synallaxis beverlyae,Rio Orinoco Spinetail
slaspi1,Synallaxis brachyura,Slaty Spinetail
cabspi1,Synallaxis cabanisi,Cabanis's Spinetail
whwspi1,Synallaxis candei,White-whiskered Spinetail
bltspi1,Synallaxis castanea,Black-throated Spinetail
chtspi1,Synallaxis cherriei,Chestnut-throated Spinetail
necspi3,Synallaxis chinchipensis,Chinchipe Spinetail
gybspi1,Synallaxis cinerascens,Gray-bellied Spinetail
bahspi1,Synallaxis cinerea,Bahia Spinetail
stbspi1,Synallaxis cinnamomea,Stripe-breasted Spinetail
apuspi1,Synallaxis courseni,Apurimac Spinetail
rubspi2,Synallaxis erythrothorax,Rufous-breasted Spinetail
sofspi1,Synallaxis frontalis,Sooty-fronted Spinetail
ruhspi1,Synallaxis fuscorufa,Rusty-headed Spinetail
plcspi1,Synallaxis gujanensis,Plain-crowned Spinetail
resspi2,Synallaxis hellmayri,Red-shouldered Spinetail
grespi2,Synallaxis hypochondriaca,Great Spinetail
cibspi1,Synallaxis hypospodia,Cinereous-breasted Spinetail
pinspi1,Synallaxis infuscata,Pinto's Spinetail
hotspi1,Synallaxis kollari,Hoary-throated Spinetail
mccspi1,Synallaxis macconnelli,McConnell's Spinetail
marspi3,Synallaxis maranonica,Marañon Spinetail
dusspi1,Synallaxis moesta,Dusky Spinetail
rucspi1,Synallaxis ruficapilla,Rufous-capped Spinetail
rudspi1,Synallaxis rutilans,Ruddy Spinetail
occspi1,Synallaxis scutata,Ochre-cheeked Spinetail
spispi1,Synallaxis spixi,Spix's Spinetail
necspi1,Synallaxis stictothorax,Necklaced Spinetail
sitspi1,Synallaxis subpudica,Silvery-throated Spinetail
blhspi1,Synallaxis tithys,Blackish-headed Spinetail
rufspi1,Synallaxis unirufa,Rufous Spinetail
rubspi3,Synallaxis zimmeri,Russet-bellied Spinetail
rumfog1,Syndactyla dimidiata,Russet-mantled Foliage-gleaner
gufgle1,Syndactyla guttulata,Guttulate Foliage-gleaner
wtfgle1,Syndactyla roraimae,White-throated Foliage-gleaner
rnfgle1,Syndactyla ruficollis,Rufous-necked Foliage-gleaner
bbfgle1,Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner
bolrec1,Syndactyla striata,Bolivian Recurvebill
lifgle1,Syndactyla subalaris,Lineated Foliage-gleaner
perrec1,Syndactyla ucayalae,Peruvian Recurvebill
bluqua1,Synoicus adansonii,Blue Quail
blbqua1,Synoicus chinensis,Blue-breasted Quail
snmqua2,Synoicus monorthonyx,Snow Mountain Quail
broqua1,Synoicus ypsilophorus,Brown Quail
strlor1,Synorhacma multistriata,Striated Lorikeet
ancmur,Synthliboramphus antiquus,Ancient Murrelet
cramur,Synthliboramphus craveri,Craveri's Murrelet
xanmur1,Synthliboramphus hypoleucus,Guadalupe Murrelet
xanmur2,Synthliboramphus scrippsi,Scripps's Murrelet
japmur1,Synthliboramphus wumizusume,Japanese Murrelet
lesflo2,Sypheotides indicus,Lesser Florican
whiher1,Syrigma sibilatrix,Whistling Heron
ellphe1,Syrmaticus ellioti,Elliot's Pheasant
humphe1,Syrmaticus humiae,Hume's Pheasant
mikphe1,Syrmaticus mikado,Mikado Pheasant
reephe1,Syrmaticus reevesii,Reeves's Pheasant
copphe1,Syrmaticus soemmerringii,Copper Pheasant
palsan1,Syrrhaptes paradoxus,Pallas's Sandgrouse
tibsan1,Syrrhaptes tibetanus,Tibetan Sandgrouse
ligtyr1,Syrtidicola fluviatilis,Little Ground-Tyrant
bawnig3,Systellura decussata,Tschudi's Nightjar
bawnig1,Systellura longirostris,Band-winged Nightjar
sirmal1,Taccocua leschenaultii,Sirkeer Malkoha
pygswi1,Tachornis furcata,Pygmy Swift
anpswi,Tachornis phoenicobia,Antillean Palm-Swift
ftpswi1,Tachornis squamata,Fork-tailed Palm-Swift
mcrtyr1,Tachuris rubrigastra,Many-colored Rush Tyrant
leagre,Tachybaptus dominicus,Least Grebe
ausgre1,Tachybaptus novaehollandiae,Australasian Grebe
madgre1,Tachybaptus pelzelnii,Madagascar Grebe
litgre1,Tachybaptus ruficollis,Little Grebe
alagre1,Tachybaptus rufolavatus,Alaotra Grebe
manswa1,Tachycineta albilinea,Mangrove Swallow
whwswa1,Tachycineta albiventer,White-winged Swallow
treswa,Tachycineta bicolor,Tree Swallow
bahswa,Tachycineta cyaneoviridis,Bahama Swallow
golswa1,Tachycineta euchrysea,Golden Swallow
chiswa1,Tachycineta leucopyga,Chilean Swallow
whrswa1,Tachycineta leucorrhoa,White-rumped Swallow
tumswa1,Tachycineta stolzmanni,Tumbes Swallow
vigswa,Tachycineta thalassina,Violet-green Swallow
falstd1,Tachyeres brachypterus,Falkland Steamer-Duck
whhstd1,Tachyeres leucocephalus,White-headed Steamer-Duck
flystd1,Tachyeres patachonicus,Flying Steamer-Duck
flistd1,Tachyeres pteneres,Flightless Steamer-Duck
ructan1,Tachyphonus coronatus,Ruby-crowned Tanager
tactan1,Tachyphonus delatrii,Tawny-crested Tanager
restan1,Tachyphonus phoenicius,Red-shouldered Tanager
whltan1,Tachyphonus rufus,White-lined Tanager
fuctan1,Tachyphonus surinamus,Fulvous-crested Tanager
soashe1,Tadorna cana,South African Shelduck
creshe1,Tadorna cristata,Crested Shelduck
rudshe,Tadorna ferruginea,Ruddy Shelduck
comshe,Tadorna tadorna,Common Shelduck
ausshe1,Tadorna tadornoides,Australian Shelduck
parshe1,Tadorna variegata,Paradise Shelduck
colowl1,Taenioptynx brodiei,Collared Owlet
colowl3,Taenioptynx sylvaticus,Sunda Owlet
zebfin2,Taeniopygia guttata,Zebra Finch
blctyr2,Taeniotriccus andrei,Black-chested Tyrant
olshum1,Talaphorus chlorocercus,Olive-spotted Hummingbird
rebbrt1,Talegalla cuvieri,Red-billed Brushturkey
bkbbrt1,Talegalla fuscirostris,Yellow-legged Brushturkey
bncbrt1,Talegalla jobiensis,Red-legged Brushturkey
goltan1,Tangara arthus,Golden Tanager
opctan1,Tangara callophrys,Opal-crowned Tanager
partan1,Tangara chilensis,Paradise Tanager
goetan1,Tangara chrysotis,Golden-eared Tanager
rentan1,Tangara cyanocephala,Red-necked Tanager
blbtan3,Tangara cyanotis,Blue-browed Tanager
gietan1,Tangara cyanoventris,Gilt-edged Tanager
brbtan1,Tangara desmaresti,Brassy-breasted Tanager
spctan1,Tangara dowii,Spangle-cheeked Tanager
sectan1,Tangara fastuosa,Seven-colored Tanager
emetan1,Tangara florida,Emerald Tanager
grntan1,Tangara fucosa,Green-naped Tanager
bahtan1,Tangara gyrola,Bay-headed Tanager
sittan1,Tangara icterocephala,Silver-throated Tanager
plctan1,Tangara inornata,Plain-colored Tanager
blwtan1,Tangara johannae,Blue-whiskered Tanager
megtan1,Tangara labradorides,Metallic-green Tanager
ruwtan1,Tangara lavinia,Rufous-winged Tanager
turtan1,Tangara mexicana,Turquoise Tanager
bestan1,Tangara nigroviridis,Beryl-spangled Tanager
flftan1,Tangara parzudakii,Flame-faced Tanager
ructan2,Tangara rufigenis,Rufous-cheeked Tanager
gagtan2,Tangara schrankii,Green-and-gold Tanager
grhtan2,Tangara seledon,Green-headed Tanager
babtan1,Tangara vassorii,Blue-and-black Tanager
oprtan1,Tangara velia,Opal-rumped Tanager
sactan1,Tangara xanthocephala,Saffron-crowned Tanager
bllpar1,Tanygnathus gramineus,Black-lored Parrot
blnpar1,Tanygnathus lucionensis,Blue-naped Parrot
grbpar1,Tanygnathus megalorynchos,Great-billed Parrot
azrpar1,Tanygnathus sumatranus,Azure-rumped Parrot
nupkin1,Tanysiptera carolinae,Numfor Paradise-Kingfisher
bhpkin1,Tanysiptera danae,Brown-headed Paradise-Kingfisher
kopkin1,Tanysiptera ellioti,Kofiau Paradise-Kingfisher
copkin1,Tanysiptera galatea,Common Paradise-Kingfisher
lipkin1,Tanysiptera hydrocharis,Little Paradise-Kingfisher
bubpak2,Tanysiptera nigriceps,Black-capped Paradise-Kingfisher
rbpkin1,Tanysiptera nympha,Red-breasted Paradise-Kingfisher
bipkin1,Tanysiptera riedelii,Biak Paradise-Kingfisher
bubpak1,Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher
dwatin1,Taoniscus nanus,Dwarf Tinamou
strcuc1,Tapera naevia,Striped Cuckoo
gybcom1,Taphrolesbia griseiventris,Gray-bellied Comet
mashum1,Taphrospilus hypostictus,Many-spotted Hummingbird
greant1,Taraba major,Great Antshrike
chaear1,Tarphonomus certhioides,Chaco Earthcreeper
bolear1,Tarphonomus harterti,Bolivian Earthcreeper
gobrob1,Tarsiger chrysaeus,Golden Bush-Robin
refblu,Tarsiger cyanurus,Red-flanked Bluetail
rbbrob1,Tarsiger hyperythrus,Rufous-breasted Bush-Robin
wbbrob1,Tarsiger indicus,White-browed Bush-Robin
cobrob1,Tarsiger johnstoniae,Collared Bush-Robin
himblu1,Tarsiger rufilatus,Himalayan Bluetail
bantur1,Tauraco bannermani,Bannerman's Turaco
knytur1,Tauraco corythaix,Knysna Turaco
rectur1,Tauraco erythrolophus,Red-crested Turaco
fistur1,Tauraco fischeri,Fischer's Turaco
hartur1,Tauraco hartlaubi,Hartlaub's Turaco
whctur2,Tauraco leucolophus,White-crested Turaco
whctur1,Tauraco leucotis,White-cheeked Turaco
livtur1,Tauraco livingstonii,Livingstone's Turaco
yebtur1,Tauraco macrorhynchus,Yellow-billed Turaco
guitur1,Tauraco persa,Guinea Turaco
puctur2,Tauraco porphyreolophus,Purple-crested Turaco
prrtur1,Tauraco ruspolii,Prince Ruspoli's Turaco
schtur1,Tauraco schalowi,Schalow's Turaco
blbtur1,Tauraco schuettii,Black-billed Turaco
brctch1,Tchagra australis,Brown-crowned Tchagra
thstch1,Tchagra jamesi,Three-streaked Tchagra
martch2,Tchagra minutus,Marsh Tchagra
bkctch1,Tchagra senegalus,Black-crowned Tchagra
soutch1,Tchagra tchagra,Southern Tchagra
blaspi1,Telacanthura melanopygia,Black Spinetail
motspi1,Telacanthura ussheri,Mottled Spinetail
sangal1,Teledromas fuscus,Sandy Gallito
layfin,Telespiza cantans,Laysan Finch
nihfin,Telespiza ultima,Nihoa Finch
gygbus1,Telophorus bocagei,Gray-green Bushshrike
dohbus1,Telophorus dohertyi,Doherty's Bushshrike
mtkbus1,Telophorus kupeensis,Mount Kupe Bushshrike
macbus2,Telophorus multicolor,Many-colored Bushshrike
blfbus1,Telophorus nigrifrons,Black-fronted Bushshrike
olibus1,Telophorus olivaceus,Olive Bushshrike
subbus1,Telophorus sulfureopectus,Sulphur-breasted Bushshrike
focbus2,Telophorus viridis,Four-colored Bushshrike
bokmak1,Telophorus zeylonus,Bokmakierie
rattre2,Temnurus temnurus,Ratchet-tailed Treepie
srlwoo1,Tephrodornis affinis,Sri Lanka Woodshrike
comwoo1,Tephrodornis pondicerianus,Common Woodshrike
malwoo1,Tephrodornis sylvicola,Malabar Woodshrike
larwoo1,Tephrodornis virgatus,Large Woodshrike
mamtan1,Tephrophilus wetmorei,Masked Mountain Tanager
rufwhe1,Tephrozosterops stalkeri,Rufescent White-eye
batele1,Terathopius ecaudatus,Bateleur
rutfly2,Terenotriccus erythrurus,Ruddy-tailed Flycatcher
stcant3,Terenura maculata,Streak-capped Antwren
orbant1,Terenura sicki,Orange-bellied Antwren
yehwar1,Teretistris fernandinae,Yellow-headed Warbler
oriwar1,Teretistris fornsi,Oriente Warbler
blypaf1,Terpsiphone affinis,Blyth's Paradise-Flycatcher
japfly1,Terpsiphone atrocaudata,Japanese Paradise-Flycatcher
stpfly1,Terpsiphone atrochalybeia,Sao Tome Paradise-Flycatcher
batpaf1,Terpsiphone batesi,Bates's Paradise-Flycatcher
bepfly1,Terpsiphone bedfordi,Bedford's Paradise-Flycatcher
mapfly2,Terpsiphone bourbonnensis,Mascarene Paradise-Flycatcher
rupfly1,Terpsiphone cinnamomea,Rufous Paradise-Flycatcher
sepfly1,Terpsiphone corvina,Seychelles Paradise-Flycatcher
blpfly1,Terpsiphone cyanescens,Blue Paradise-Flycatcher
amupaf1,Terpsiphone incei,Amur Paradise-Flycatcher
mapfly1,Terpsiphone mutata,Malagasy Paradise-Flycatcher
aspfly1,Terpsiphone paradisi,Indian Paradise-Flycatcher
bhpfly1,Terpsiphone rufiventer,Black-headed Paradise-Flycatcher
rvpfly1,Terpsiphone rufocinerea,Rufous-vented Paradise-Flycatcher
afpfly1,Terpsiphone viridis,African Paradise-Flycatcher
whlhon1,Territornis albilineata,White-lined Honeyeater
kimhon1,Territornis fordiana,Kimberley Honeyeater
stbhon3,Territornis reticulata,Streak-breasted Honeyeater
swatan1,Tersina viridis,Swallow Tanager
gybtes1,Tesia cyaniventer,Gray-bellied Tesia
ructes1,Tesia everetti,Russet-capped Tesia
slbtes1,Tesia olivea,Slaty-bellied Tesia
javtes1,Tesia superciliaris,Javan Tesia
blbcap1,Tetrao urogalloides,Black-billed Capercaillie
wescap1,Tetrao urogallus,Western Capercaillie
altsno1,Tetraogallus altaicus,Altai Snowcock
cassno1,Tetraogallus caspius,Caspian Snowcock
causno1,Tetraogallus caucasicus,Caucasian Snowcock
himsno,Tetraogallus himalayensis,Himalayan Snowcock
tibsno1,Tetraogallus tibetanus,Tibetan Snowcock
verpar1,Tetraophasis obscurus,Verreaux's Partridge
szepar1,Tetraophasis szechenyii,Szechenyi's Partridge
hazgro1,Tetrastes bonasia,Hazel Grouse
sevgro1,Tetrastes sewerzowi,Severtzov's Grouse
litbus1,Tetrax tetrax,Little Bustard
bulalb2,Thalassarche bulleri,Buller's Albatross
whcalb1,Thalassarche cauta,White-capped Albatross
yenalb,Thalassarche chlororhynchos,Yellow-nosed Albatross
gyhalb,Thalassarche chrysostoma,Gray-headed Albatross
shyalb2,Thalassarche eremita,Chatham Albatross
bkbalb,Thalassarche melanophris,Black-browed Albatross
salalb1,Thalassarche salvini,Salvin's Albatross
royter2,Thalasseus albididorsalis,West African Crested Tern
lecter2,Thalasseus bengalensis,Lesser Crested Tern
grcter1,Thalasseus bergii,Great Crested Tern
chcter2,Thalasseus bernsteini,Chinese Crested Tern
eleter1,Thalasseus elegans,Elegant Tern
royter1,Thalasseus maximus,Royal Tern
santer1,Thalasseus sandvicensis,Sandwich Tern
antpet1,Thalassoica antarctica,Antarctic Petrel
whbduc1,Thalassornis leuconotus,White-backed Duck
crowoo1,Thalurania colombica,Crowned Woodnymph
fotwoo1,Thalurania furcata,Fork-tailed Woodnymph
vicwoo2,Thalurania glaucopis,Violet-capped Woodnymph
lotwoo2,Thalurania watertonii,Long-tailed Woodnymph
rusant1,Thamnistes anabatinus,Russet Antshrike
rufant12,Thamnistes rufescens,Rufescent Antshrike
moccha1,Thamnolaea cinnamomeiventris,Mocking Cliff-Chat
wwccha1,Thamnolaea semirufa,White-winged Cliff-Chat
dutant2,Thamnomanes ardesiacus,Dusky-throated Antshrike
cinant1,Thamnomanes caesius,Cinereous Antshrike
satant1,Thamnomanes saturninus,Saturnine Antshrike
blsant1,Thamnomanes schistogynus,Bluish-slate Antshrike
whsant2,Thamnophilus aethiops,White-shouldered Antshrike
amaant2,Thamnophilus amazonicus,Amazonian Antshrike
soosla1,Thamnophilus ambiguus,Sooretama Slaty-Antshrike
uplant1,Thamnophilus aroyae,Upland Antshrike
wesant1,Thamnophilus atrinucha,Black-crowned Antshrike
colant1,Thamnophilus bernardi,Collared Antshrike
blhant2,Thamnophilus bridgesi,Black-hooded Antshrike
varant1,Thamnophilus caerulescens,Variable Antshrike
casant1,Thamnophilus cryptoleucus,Castelnau's Antshrike
acrant1,Thamnophilus divisorius,Acre Antshrike
barant1,Thamnophilus doliatus,Barred Antshrike
stbant1,Thamnophilus insignis,Streak-backed Antshrike
blbant1,Thamnophilus melanonotus,Black-backed Antshrike
batant2,Thamnophilus melanothorax,Band-tailed Antshrike
bacant2,Thamnophilus multistriatus,Bar-crested Antshrike
mocant1,Thamnophilus murinus,Mouse-colored Antshrike
blaant1,Thamnophilus nigriceps,Black Antshrike
blgant2,Thamnophilus nigrocinereus,Blackish-gray Antshrike
chbant2,Thamnophilus palliatus,Chestnut-backed Antshrike
plasla1,Thamnophilus pelzelni,Planalto Slaty-Antshrike
cocant1,Thamnophilus praecox,Cocha Antshrike
norsla1,Thamnophilus punctatus,Northern Slaty-Antshrike
rucant1,Thamnophilus ruficapillus,Rufous-capped Antshrike
plwant1,Thamnophilus schistaceus,Plain-winged Antshrike
natsla1,Thamnophilus stictocephalus,Natterer's Slaty-Antshrike
bolsla1,Thamnophilus sticturus,Bolivian Slaty-Antshrike
linant1,Thamnophilus tenuepunctatus,Lined Antshrike
ruwant2,Thamnophilus torquatus,Rufous-winged Antshrike
uniant2,Thamnophilus unicolor,Uniform Antshrike
chaant1,Thamnophilus zarumae,Chapman's Antshrike
thamno2,Thamnornis chloropetoides,Thamnornis
tumhum1,Thaumasius baeri,Tumbes Hummingbird
spthum2,Thaumasius taczanowskii,Spot-throated Hummingbird
pershe2,Thaumastura cora,Peruvian Sheartail
bucpar,Thectocercus acuticaudatus,Blue-crowned Parakeet
bkfibi2,Theristicus branickii,Andean Ibis
pluibi1,Theristicus caerulescens,Plumbeous Ibis
bunibi1,Theristicus caudatus,Buff-necked Ibis
bkfibi1,Theristicus melanopis,Black-faced Ibis
swagre1,Thescelocichla leucopleura,Swamp Greenbul
gybsee1,Thinocorus orbignyianus,Gray-breasted Seedsnipe
leasee1,Thinocorus rumicivorus,Least Seedsnipe
hooplo2,Thinornis cucullatus,Hooded Plover
shoplo1,Thinornis novaeseelandiae,Shore Plover
fuhtan1,Thlypopsis fulviceps,Fulvous-headed Tanager
bubtan1,Thlypopsis inornata,Buff-bellied Tanager
ructan3,Thlypopsis ornata,Rufous-chested Tanager
brftan1,Thlypopsis pectoralis,Brown-flanked Tanager
chhtan1,Thlypopsis pyrrhocoma,Chestnut-headed Tanager
raytan1,Thlypopsis ruficeps,Rust-and-yellow Tanager
orhtan1,Thlypopsis sordida,Orange-headed Tanager
suphem1,Thlypopsis superciliaris,Superciliaried Hemispingus
yewtan1,Thraupis abbas,Yellow-winged Tanager
azstan1,Thraupis cyanoptera,Azure-shouldered Tanager
bugtan,Thraupis episcopus,Blue-gray Tanager
glatan1,Thraupis glaucocolpa,Glaucous Tanager
goctan2,Thraupis ornata,Golden-chevroned Tanager
paltan1,Thraupis palmarum,Palm Tanager
saytan1,Thraupis sayaca,Sayaca Tanager
patbar1,Threnetes leucurus,Pale-tailed Barbthroat
soobar1,Threnetes niger,Sooty Barbthroat
batbar1,Threnetes ruckeri,Band-tailed Barbthroat
sacibi2,Threskiornis aethiopicus,African Sacred Ibis
sacibi3,Threskiornis bernieri,Malagasy Sacred Ibis
blhibi1,Threskiornis melanocephalus,Black-headed Ibis
ausibi1,Threskiornis molucca,Australian Ibis
reusol1,Threskiornis solitarius,Reunion Ibis
stnibi1,Threskiornis spinicollis,Straw-necked Ibis
flatre1,Thripadectes flammulatus,Flammulated Treehunter
strtre1,Thripadectes holostictus,Striped Treehunter
unitre1,Thripadectes ignobilis,Uniform Treehunter
blbtre1,Thripadectes melanorhynchus,Black-billed Treehunter
stbtre1,Thripadectes rufobrunneus,Streak-breasted Treehunter
rubtre1,Thripadectes scrutator,Rufous-backed Treehunter
stctre1,Thripadectes virgaticeps,Streak-capped Treehunter
deasof1,Thripophaga amacurensis,Delta Amacuro Softtail
rumsof1,Thripophaga berlepschi,Russet-mantled Softtail
orisof1,Thripophaga cherriei,Orinoco Softtail
plasof1,Thripophaga fusciceps,Plain Softtail
strsof1,Thripophaga macroura,Striated Softtail
bewwre,Thryomanes bewickii,Bewick's Wren
nicwre1,Thryophilus nicefori,Niceforo's Wren
banwre1,Thryophilus pleurostictus,Banded Wren
rawwre1,Thryophilus rufalbus,Rufous-and-white Wren
antwre2,Thryophilus sernai,Antioquia Wren
sinwre1,Thryophilus sinaloa,Sinaloa Wren
timwre1,Thryorchilus browni,Timberline Wren
carwre,Thryothorus ludovicianus,Carolina Wren
yefgra1,Tiaris olivaceus,Yellow-faced Grassquit
wallcr1,Tichodroma muraria,Wallcreeper
brbwar1,Tickellia hodgsoni,Broad-billed Warbler
whcbit1,Tigriornis leucolopha,White-crested Bittern
father1,Tigrisoma fasciatum,Fasciated Tiger-Heron
ruther1,Tigrisoma lineatum,Rufescent Tiger-Heron
btther1,Tigrisoma mexicanum,Bare-throated Tiger-Heron
spthum1,Tilmatura dupontii,Sparkling-tailed Hummingbird
chcbab1,Timalia pileata,Chestnut-capped Babbler
olistr1,Timeliopsis fulvigula,Olive Straightbill
tawstr1,Timeliopsis griseigula,Tawny Straightbill
pattin1,Tinamotis ingoufi,Patagonian Tinamou
puntin1,Tinamotis pentlandii,Puna Tinamou
whttin1,Tinamus guttatus,White-throated Tinamou
gretin1,Tinamus major,Great Tinamou
blatin1,Tinamus osgoodi,Black Tinamou
soltin1,Tinamus solitarius,Solitary Tinamou
grytin1,Tinamus tao,Gray Tinamou
blttit1,Tityra cayana,Black-tailed Tityra
blctit1,Tityra inquisitor,Black-crowned Tityra
mastit1,Tityra semifasciata,Masked Tityra
golpip1,Tmetothylacus tenellus,Golden Pipit
drbhor1,Tockus damarensis,Damara Red-billed Hornbill
vddhor1,Tockus deckeni,Von der Decken's Hornbill
rebhor1,Tockus erythrorhynchus,Northern Red-billed Hornbill
eybhor1,Tockus flavirostris,Eastern Yellow-billed Hornbill
jachor1,Tockus jacksoni,Jackson's Hornbill
wrbhor2,Tockus kempi,Western Red-billed Hornbill
