CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
species,sanpar1,Sand Partridge,Ammoperdix heyi
species,broqua1,Brown Quail,Synoicus ypsilophorus
species,snmqua2,Snow Mountain Quail,Synoicus monorthonyx
species,blbqua1,Blue-breasted Quail,Synoicus chinensis
species,bluqua1,Blue Quail,Synoicus adansonii
species,madpar2,Madagascar Partridge,Margaroperdix madagarensis
species,comqua1,Common Quail,Coturnix coturnix
species,japqua,Japanese Quail,Coturnix japonica
species,harqua1,Harlequin Quail,Coturnix delegorguei
species,raiqua1,Rain Quail,Coturnix coromandelica
species,stuqua1,Stubble Quail,Coturnix pectoralis
species,nezqua1,New Zealand Quail,Coturnix novaezelandiae
species,barpar2,Barbary Partridge,Alectoris barbara
species,arapar1,Arabian Partridge,Alectoris melanocephala
species,relpar1,Red-legged Partridge,Alectoris rufa
species,chukar,Chukar,Alectoris chukar
species,rocpar2,Rock Partridge,Alectoris graeca
species,phipar1,Philby's Partridge,Alectoris philbyi
species,przpar1,Przevalski's Partridge,Alectoris magna
species,jubqua1,Jungle Bush-Quail,Perdicula asiatica
species,robqua1,Rock Bush-Quail,Perdicula argoondah
species,pabqua1,Painted Bush-Quail,Perdicula erythrorhyncha
species,mabqua1,Manipur Bush-Quail,Perdicula manipurensis
species,himqua1,Himalayan Quail,Ophrysia superciliosa
species,harfra3,Hartlaub's Spurfowl,Pternistis hartlaubi
species,camfra2,Mount Cameroon Spurfowl,Pternistis camerunensis
species,hanfra2,Handsome Spurfowl,Pternistis nobilis
species,chnfra2,Chestnut-naped Spurfowl,Pternistis castaneicollis
species,ercfra,Erckel's Spurfowl,Pternistis erckelii
species,djifra1,Djibouti Spurfowl,Pternistis ochropectus
species,swifra2,Swierstra's Spurfowl,Pternistis swierstrai
species,ahafra2,Ahanta Spurfowl,Pternistis ahantensis
species,gysfra1,Gray-striped Spurfowl,Pternistis griseostriatus
species,jacfra2,Jackson's Spurfowl,Pternistis jacksoni
species,rebfra1,Red-billed Spurfowl,Pternistis adspersus
species,capfra2,Cape Spurfowl,Pternistis capensis
species,natfra2,Natal Spurfowl,Pternistis natalensis
species,hilfra2,Hildebrandt's Spurfowl,Pternistis hildebrandti
species,dosfra2,Double-spurred Spurfowl,Pternistis bicalcaratus
species,scafra2,Scaly Spurfowl,Pternistis squamatus
species,heufra1,Heuglin's Spurfowl,Pternistis icterorhynchus
species,clafra1,Clapperton's Spurfowl,Pternistis clappertoni
species,harfra4,Harwood's Spurfowl,Pternistis harwoodi
species,swafra2,Swainson's Spurfowl,Pternistis swainsonii
species,yenspu1,Yellow-necked Spurfowl,Pternistis leucoscepus
species,gybfra1,Gray-breasted Spurfowl,Pternistis rufopictus
species,renfra1,Red-necked Spurfowl,Pternistis afer
species,chifla1,Chilean Flamingo,Phoenicopterus chilensis
species,grefla2,American Flamingo,Phoenicopterus ruber
species,grefla3,Greater Flamingo,Phoenicopterus roseus
species,lesfla1,Lesser Flamingo,Phoeniconaias minor
species,andfla2,Andean Flamingo,Phoenicoparrus andinus
species,jamfla1,James's Flamingo,Phoenicoparrus jamesi
species,whtgre3,White-tufted Grebe,Rollandia rolland
species,titgre1,Titicaca Grebe,Rollandia microptera
species,alagre1,Alaotra Grebe,Tachybaptus rufolavatus
species,litgre1,Little Grebe,Tachybaptus ruficollis
species,ausgre1,Australasian Grebe,Tachybaptus novaehollandiae
species,madgre1,Madagascar Grebe,Tachybaptus pelzelnii
species,leagre,Least Grebe,Tachybaptus dominicus
species,pibgre,Pied-billed Grebe,Podilymbus podiceps
species,atigre1,Atitlan Grebe,Podilymbus gigas
species,hohgre1,Hoary-headed Grebe,Poliocephalus poliocephalus
species,nezgre1,New Zealand Grebe,Poliocephalus rufopectus
species,gregre1,Great Grebe,Podiceps major
species,horgre,Horned Grebe,Podiceps auritus
species,rengre,Red-necked Grebe,Podiceps grisegena
species,grcgre1,Great Crested Grebe,Podiceps cristatus
species,eargre,Eared Grebe,Podiceps nigricollis
species,colgre1,Colombian Grebe,Podiceps andinus
species,silgre1,Silvery Grebe,Podiceps occipitalis
species,jungre1,Junin Grebe,Podiceps taczanowskii
species,hoogre1,Hooded Grebe,Podiceps gallardoi
species,wesgre,Western Grebe,Aechmophorus occidentalis
species,clagre,Clark's Grebe,Aechmophorus clarkii
species,rocpig,Rock Pigeon,Columba livia
species,hilpig1,Hill Pigeon,Columba rupestris
species,snopig1,Snow Pigeon,Columba leuconota
species,spepig1,Speckled Pigeon,Columba guinea
species,whcpig1,White-collared Pigeon,Columba albitorques
species,stodov1,Stock Dove,Columba oenas
species,pabpig1,Yellow-eyed Pigeon,Columba eversmanni
species,sompig1,Somali Pigeon,Columba oliviae
species,cowpig1,Common Wood-Pigeon,Columba palumbus
species,tropig1,Trocaz Pigeon,Columba trocaz
species,bolpig1,Bolle's Pigeon,Columba bollii
species,afepig1,Afep Pigeon,Columba unicincta
species,laupig1,Laurel Pigeon,Columba junoniae
species,rampig1,Rameron Pigeon,Columba arquatrix
species,campig1,Cameroon Pigeon,Columba sjostedti
species,marpig1,Maroon Pigeon,Columba thomensis
species,delpig1,Delegorgue's Pigeon,Columba delegorguei
species,brnpig1,Bronze-naped Pigeon,Columba iriditorques
species,satpig1,Sao Tome Pigeon,Columba malherbii
species,mauwop1,Mauritius Wood-Pigeon,Columba thiriouxi
species,compig1,Comoro Pigeon,Columba pollenii
species,spwpig1,Speckled Wood-Pigeon,Columba hodgsonii
species,whnpig1,White-naped Pigeon,Columba albinucha
species,aswpig1,Ashy Wood-Pigeon,Columba pulchricollis
species,niwpig1,Nilgiri Wood-Pigeon,Columba elphinstonii
species,ceywop1,Sri Lanka Wood-Pigeon,Columba torringtoniae
species,pacpig1,Pale-capped Pigeon,Columba punicea
species,siwpig1,Silvery Wood-Pigeon,Columba argentina
species,anwpig1,Andaman Wood-Pigeon,Columba palumboides
species,jawpig1,Japanese Wood-Pigeon,Columba janthina
species,ryupig1,Ryukyu Pigeon,Columba jouyi
species,bonpig1,Bonin Pigeon,Columba versicolor
species,metpig1,Metallic Pigeon,Columba vitiensis
species,whhpig1,White-headed Pigeon,Columba leucomela
species,yelpig1,Yellow-legged Pigeon,Columba pallidiceps
species,lemdov2,Lemon Dove,Aplopelia larvata
species,pavpig2,Pale-vented Pigeon,Patagioenas cayennensis
species,scapig2,Scaled Pigeon,Patagioenas speciosa
species,scnpig1,Scaly-naped Pigeon,Patagioenas squamosa
species,picpig2,Picazuro Pigeon,Patagioenas picazuro
species,baepig2,Bare-eyed Pigeon,Patagioenas corensis
species,spwpig3,Spot-winged Pigeon,Patagioenas maculosa
species,whcpig2,White-crowned Pigeon,Patagioenas leucocephala
species,rebpig1,Red-billed Pigeon,Patagioenas flavirostris
species,plapig,Plain Pigeon,Patagioenas inornata
species,batpig1,Band-tailed Pigeon,Patagioenas fasciata
species,chipig2,Chilean Pigeon,Patagioenas araucana
species,ritpig,Ring-tailed Pigeon,Patagioenas caribaea
species,perpig2,Peruvian Pigeon,Patagioenas oenops
species,plupig2,Plumbeous Pigeon,Patagioenas plumbea
species,rudpig,Ruddy Pigeon,Patagioenas subvinacea
species,shbpig,Short-billed Pigeon,Patagioenas nigrirostris
species,duspig2,Dusky Pigeon,Patagioenas goodsoni
species,paspig,Passenger Pigeon,Ectopistes migratorius
species,matdov1,Malagasy Turtle-Dove,Nesoenas picturatus
species,pinpig2,Pink Pigeon,Nesoenas mayeri
species,mautud1,Mauritius Turtle-Dove,Nesoenas cicur
species,rodtud1,Rodrigues Turtle-Dove,Nesoenas rodericanus
species,eutdov,European Turtle-Dove,Streptopelia turtur
species,dutdov1,Dusky Turtle-Dove,Streptopelia lugens
species,adtdov1,Adamawa Turtle-Dove,Streptopelia hypopyrrha
species,ortdov,Oriental Turtle-Dove,Streptopelia orientalis
species,iscdov1,Sunda Collared-Dove,Streptopelia bitorquata
species,phicod1,Philippine Collared-Dove,Streptopelia dusumieri
species,eucdov,Eurasian Collared-Dove,Streptopelia decaocto
species,eurcod2,Burmese Collared-Dove,Streptopelia xanthocycla
species,afcdov1,African Collared-Dove,Streptopelia roseogrisea
species,wwcdov1,White-winged Collared-Dove,Streptopelia reichenowi
species,afmdov1,Mourning Collared-Dove,Streptopelia decipiens
species,reedov1,Red-eyed Dove,Streptopelia semitorquata
species,rindov,Ring-necked Dove,Streptopelia capicola
species,vindov1,Vinaceous Dove,Streptopelia vinacea
species,recdov1,Red Collared-Dove,Streptopelia tranquebarica
species,spodov,Spotted Dove,Spilopelia chinensis
species,laudov1,Laughing Dove,Spilopelia senegalensis
species,bacdov1,Barred Cuckoo-Dove,Macropygia unchall
species,brcdov1,Brown Cuckoo-Dove,Macropygia phasianella
species,ducdov1,Flores Sea Cuckoo-Dove,Macropygia macassariensis
species,timcud1,Timor Cuckoo-Dove,Macropygia magna
species,tancud1,Tanimbar Cuckoo-Dove,Macropygia timorlaoensis
species,sbcdov1,Amboyna Cuckoo-Dove,Macropygia amboinensis
species,sulcud1,Sultan's Cuckoo-Dove,Macropygia doreya
species,ancdov1,Andaman Cuckoo-Dove,Macropygia rufipennis
species,phcdov1,Philippine Cuckoo-Dove,Macropygia tenuirostris
species,rucdov1,Ruddy Cuckoo-Dove,Macropygia emiliana
species,engcud1,Enggano Cuckoo-Dove,Macropygia cinnamomea
species,barcud1,Barusan Cuckoo-Dove,Macropygia modiglianii
species,bbcdov1,Black-billed Cuckoo-Dove,Macropygia nigrirostris
species,macdov1,Mackinlay's Cuckoo-Dove,Macropygia mackinlayi
species,licdov1,Little Cuckoo-Dove,Macropygia ruficeps
species,grcdov2,Great Cuckoo-Dove,Reinwardtoena reinwardti
species,picdov1,Pied Cuckoo-Dove,Reinwardtoena browni
species,crcdov1,Crested Cuckoo-Dove,Reinwardtoena crassirostris
species,wfcdov1,White-faced Cuckoo-Dove,Turacoena manadensis
species,sulcud2,Sula Cuckoo-Dove,Turacoena sulaensis
species,slacud1,Slaty Cuckoo-Dove,Turacoena modesta
species,eswdov1,Emerald-spotted Wood-Dove,Turtur chalcospilos
species,bbwdov1,Black-billed Wood-Dove,Turtur abyssinicus
species,bswdov1,Blue-spotted Wood-Dove,Turtur afer
species,tamdov1,Tambourine Dove,Turtur tympanistria
species,bhwdov1,Blue-headed Wood-Dove,Turtur brehmeri
species,namdov1,Namaqua Dove,Oena capensis
species,emedov2,Asian Emerald Dove,Chalcophaps indica
species,emedov3,Pacific Emerald Dove,Chalcophaps longirostris
species,stedov1,Stephan's Dove,Chalcophaps stephani
species,negbro1,New Guinea Bronzewing,Henicophaps albifrons
species,nebbro1,New Britain Bronzewing,Henicophaps foersteri
species,wegdov1,Wetar Ground Dove,Alopecoenas hoedtii
species,frgdov1,Shy Ground Dove,Alopecoenas stairi
species,scgdov1,Santa Cruz Ground Dove,Alopecoenas sanctaecrucis
species,tbgdov1,Thick-billed Ground Dove,Alopecoenas salamonis
species,tangrd1,Tanna Ground Dove,Alopecoenas ferrugineus
species,brgdov1,Bronze Ground Dove,Alopecoenas beccarii
species,pagdov1,Palau Ground Dove,Alopecoenas canifrons
species,wbgdov1,White-bibbed Ground Dove,Alopecoenas jobiensis
species,margrd1,Marquesas Ground Dove,Alopecoenas rubescens
species,cigdov1,Caroline Islands Ground Dove,Alopecoenas kubaryi
species,pogdov1,Polynesian Ground Dove,Alopecoenas erythropterus
species,wtgdov1,White-throated Ground Dove,Alopecoenas xanthonurus
species,norgrd1,Norfolk Ground Dove,Alopecoenas norfolkensis
species,combro1,Common Bronzewing,Phaps chalcoptera
species,brubro1,Brush Bronzewing,Phaps elegans
species,flobro1,Flock Bronzewing,Phaps histrionica
species,crepig1,Crested Pigeon,Ocyphaps lophotes
species,spipig2,Spinifex Pigeon,Geophaps plumifera
species,squpig1,Squatter Pigeon,Geophaps scripta
species,parpig1,Partridge Pigeon,Geophaps smithii
species,cqrpig1,Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis
species,wqrpig1,White-quilled Rock-Pigeon,Petrophassa albipennis
species,wonpig1,Wonga Pigeon,Leucosarcia melanoleuca
species,diadov1,Diamond Dove,Geopelia cuneata
species,zebdov,Zebra Dove,Geopelia striata
species,peadov1,Peaceful Dove,Geopelia placida
species,bardov2,Barred Dove,Geopelia maugeus
species,basdov1,Bar-shouldered Dove,Geopelia humeralis
species,incdov,Inca Dove,Columbina inca
species,cogdov,Common Ground Dove,Columbina passerina
species,pbgdov1,Plain-breasted Ground Dove,Columbina minuta
species,rugdov,Ruddy Ground Dove,Columbina talpacoti
species,ecgdov1,Ecuadorian Ground Dove,Columbina buckleyi
species,scadov1,Scaled Dove,Columbina squammata
species,pigdov1,Picui Ground Dove,Columbina picui
species,crgdov1,Croaking Ground Dove,Columbina cruziana
species,begdov2,Blue-eyed Ground Dove,Columbina cyanopis
species,blgdov1,Blue Ground Dove,Claravis pretiosa
species,mcgdov1,Maroon-chested Ground Dove,Paraclaravis mondetoura
species,pwgdov1,Purple-winged Ground Dove,Paraclaravis geoffroyi
species,bfgdov1,Bare-faced Ground Dove,Metriopelia ceciliae
species,begdov1,Bare-eyed Ground Dove,Metriopelia morenoi
species,bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera
species,gsgdov1,Golden-spotted Ground Dove,Metriopelia aymara
species,ltgdov1,Long-tailed Ground Dove,Uropelia campestris
species,bhqdov1,Blue-headed Quail-Dove,Starnoenas cyanocephala
species,sapqud1,Purple Quail-Dove,Geotrygon purpurata
species,sapqud2,Sapphire Quail-Dove,Geotrygon saphirina
species,crqdov1,Crested Quail-Dove,Geotrygon versicolor
species,ruqdov,Ruddy Quail-Dove,Geotrygon montana
species,viqdov1,Violaceous Quail-Dove,Geotrygon violacea
species,gfqdov,Gray-fronted Quail-Dove,Geotrygon caniceps
species,wfqdov,White-fronted Quail-Dove,Geotrygon leucometopia
species,kwqdov,Key West Quail-Dove,Geotrygon chrysia
species,brqdov1,Bridled Quail-Dove,Geotrygon mystacea
species,obqdov1,Olive-backed Quail-Dove,Leptotrygon veraguensis
species,whtdov,White-tipped Dove,Leptotila verreauxi
species,cardov1,Caribbean Dove,Leptotila jamaicensis
species,grcdov1,Gray-chested Dove,Leptotila cassinii
species,toldov1,Tolima Dove,Leptotila conoveri
species,ocbdov1,Ochre-bellied Dove,Leptotila ochraceiventris
species,gyhdov1,Gray-headed Dove,Leptotila plumbeiceps
species,grfdov1,Gray-fronted Dove,Leptotila rufaxilla
species,gredov1,Grenada Dove,Leptotila wellsi
species,paldov1,Pallid Dove,Leptotila pallida
species,latdov1,Large-tailed Dove,Leptotila megalura
species,tuqdov1,Tuxtla Quail-Dove,Zentrygon carrikeri
species,bfqdov1,Buff-fronted Quail-Dove,Zentrygon costaricensis
species,pbqdov1,Purplish-backed Quail-Dove,Zentrygon lawrencii
species,wfqdov1,White-faced Quail-Dove,Zentrygon albifacies
species,wtqdov1,White-throated Quail-Dove,Zentrygon frenata
species,liqdov1,Lined Quail-Dove,Zentrygon linearis
species,chqdov1,Chiriqui Quail-Dove,Zentrygon chiriquensis
species,rcqdov1,Russet-crowned Quail-Dove,Zentrygon goldmani
species,wepdov1,West Peruvian Dove,Zenaida meloda
species,whwdov,White-winged Dove,Zenaida asiatica
species,zendov,Zenaida Dove,Zenaida aurita
species,galdov1,Galapagos Dove,Zenaida galapagoensis
species,eardov1,Eared Dove,Zenaida auriculata
species,moudov,Mourning Dove,Zenaida macroura
species,socdov1,Socorro Dove,Zenaida graysoni
species,nicpig1,Nicobar Pigeon,Caloenas nicobarica
species,spgpig1,Spotted Green Pigeon,Caloenas maculata
species,dodo1,Dodo,Raphus cucullatus
species,rodsol2,Rodrigues Solitaire,Pezophaps solitaria
species,sugdov1,Sulawesi Ground Dove,Gallicolumba tristigmata
species,cigdov2,Cinnamon Ground Dove,Gallicolumba rufigula
species,mibhea2,Mindoro Bleeding-heart,Gallicolumba platenae
species,nebhea1,Negros Bleeding-heart,Gallicolumba keayi
species,subhea1,Sulu Bleeding-heart,Gallicolumba menagei
species,lubhea1,Luzon Bleeding-heart,Gallicolumba luzonica
species,minblh1,Mindanao Bleeding-heart,Gallicolumba crinigera
species,chopig1,Choiseul Pigeon,Microgoura meeki
species,tbgpig2,Thick-billed Ground-Pigeon,Trugon terrestris
species,phepig1,Pheasant Pigeon,Otidiphaps nobilis
species,wecpig1,Western Crowned-Pigeon,Goura cristata
species,soucrp1,Sclater's Crowned-Pigeon,Goura sclaterii
species,soucrp2,Scheepmaker's Crowned-Pigeon,Goura scheepmakeri
species,vicpig1,Victoria Crowned-Pigeon,Goura victoria
species,tobpig1,Tooth-billed Pigeon,Didunculus strigirostris
species,whedov1,White-eared Brown-Dove,Phapitreron leucotis
species,amedov1,Amethyst Brown-Dove,Phapitreron amethystinus
species,daedov2,Mindanao Brown-Dove,Phapitreron brunneiceps
species,daedov3,Tawitawi Brown-Dove,Phapitreron cinereiceps
species,ligpig1,Little Green-Pigeon,Treron olax
species,pinpig3,Pink-necked Green-Pigeon,Treron vernans
species,cihpig1,Cinnamon-headed Green-Pigeon,Treron fulvicollis
species,orbpig1,Orange-breasted Green-Pigeon,Treron bicinctus
species,pogpig1,Sri Lanka Green-Pigeon,Treron pompadora
species,pomgrp2,Gray-fronted Green-Pigeon,Treron affinis
species,pomgrp4,Andaman Green-Pigeon,Treron chloropterus
species,pomgrp5,Ashy-headed Green-Pigeon,Treron phayrei
species,pomgrp1,Philippine Green-Pigeon,Treron axillaris
species,pomgrp3,Buru Green-Pigeon,Treron aromaticus
species,thbpig1,Thick-billed Green-Pigeon,Treron curvirostra
species,gycpig1,Gray-cheeked Green-Pigeon,Treron griseicauda
species,sugpig2,Sumba Green-Pigeon,Treron teysmannii
species,flgpig1,Flores Green-Pigeon,Treron floris
species,timgrp1,Timor Green-Pigeon,Treron psittaceus
species,lagpig1,Large Green-Pigeon,Treron capellei
species,yefpig1,Yellow-footed Green-Pigeon,Treron phoenicopterus
species,brgpig1,Bruce's Green-Pigeon,Treron waalia
species,madgrp2,Comoros Green-Pigeon,Treron griveaudi
species,madgrp1,Madagascar Green-Pigeon,Treron australis
species,pegpig1,Pemba Green-Pigeon,Treron pembaensis
species,stgpig1,Sao Tome Green-Pigeon,Treron sanctithomae
species,yevpig1,Yellow-vented Green-Pigeon,Treron seimundi
species,pitpig1,Pin-tailed Green-Pigeon,Treron apicauda
species,afrgrp1,African Green-Pigeon,Treron calvus
species,gnspig1,Sumatran Green-Pigeon,Treron oxyurus
species,wetpig1,Wedge-tailed Green-Pigeon,Treron sphenurus
species,whbpig1,White-bellied Green-Pigeon,Treron sieboldii
species,whgpig1,Whistling Green-Pigeon,Treron formosae
species,bbfdov1,Black-backed Fruit-Dove,Ptilinopus cinctus
species,bbfdov2,Black-banded Fruit-Dove,Ptilinopus alligator
species,rnfdov1,Red-naped Fruit-Dove,Ptilinopus dohertyi
species,phfdov1,Pink-headed Fruit-Dove,Ptilinopus porphyreus
species,ybfdov2,Yellow-breasted Fruit-Dove,Ptilinopus occipitalis
species,fbfdov1,Flame-breasted Fruit-Dove,Ptilinopus marchei
species,crbfrd1,Cream-breasted Fruit-Dove,Ptilinopus merrilli
species,refdov1,Red-eared Fruit-Dove,Ptilinopus fischeri
species,jafdov1,Jambu Fruit-Dove,Ptilinopus jambu
